Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"RT USER yang kelima mengusir umat Budha dan Nasrani dari Indonesia, yang terakhir membakar seluruh rumah umat Nasrani dan Budha",1,0,0,1,1,0,0,0,0,0,0,1,usir umat buddha nasrani indonesia bakar rumah umat nasrani buddha,"['usir', 'umat', 'buddha', 'nasrani', 'indonesia', 'bakar', 'rumah', 'umat', 'nasrani', 'buddha']"
Usir orang Cina...jangan hormati mereka..,1,0,0,1,0,1,0,0,0,0,0,1,usir orang cina hormat,"['usir', 'orang', 'cina', 'hormat']"
"Alhamdulillah...kita sebagai kriminal sudah menunggu-nunggu gerakan seperti ini, semoga semakin banyak yang golput dan menggulingkan Jokowi :)",1,0,1,0,0,0,0,0,1,0,0,1,alhamdulillah kriminal tunggu tunggu gera sepe i moga golput guling jokowi,"['alhamdulillah', 'kriminal', 'tunggu', 'tunggu', 'gera', 'sepe', 'i', 'moga', 'golput', 'guling', 'jokowi']"
"USER Hajar pasukan Kongor yang membuat onar. Singkirkan saja mereka, jangan biarkan makhluk bodoh itu mengendur.'",1,1,0,1,0,0,0,0,1,0,0,1,hajar pasu kongor onar singkir biar makhluk bodoh kendur,"['hajar', 'pasu', 'kongor', 'onar', 'singkir', 'biar', 'makhluk', 'bodoh', 'kendur']"
Indonesia menjadi Republik Bising sejak Presiden USER... menggulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,indonesia republik bising presiden guling jokowi,"['indonesia', 'republik', 'bising', 'presiden', 'guling', 'jokowi']"
IQ 200 Lihat Pelanggaran HAM di Myanmar 1. Usir Dubes Myanmar 2. Usir Umat Budha di Indonesia PENGGUNA PENGGUNA PENGGUNA,1,0,0,1,1,0,0,0,0,0,0,1,intelligence quotient 200 lihat langgar ham myanmar 1 usir duta myanmar 2 usir umat buddha indonesia,"['intelligence', 'quotient', '200', 'lihat', 'langgar', 'ham', 'myanmar', '1', 'usir', 'duta', 'myanmar', '2', 'usir', 'umat', 'buddha', 'indonesia']"
RT USER Nanti masyarakat berdemonstrasi untuk membubarkan jagoan korupsi DPR itu,1,0,0,1,0,0,0,0,1,0,0,1,masyarakat demonstrasi bubar jago korupsi dewan wakil rakyat,"['masyarakat', 'demonstrasi', 'bubar', 'jago', 'korupsi', 'dewan', 'wakil', 'rakyat']"
"Dengan kekuatan Islam, kita akan menggulingkan rezim yang mendukung anti-Islam.",1,0,0,1,1,0,0,0,0,0,0,1,kuat islam guling rezim dukung anti islam,"['kuat', 'islam', 'guling', 'rezim', 'dukung', 'anti', 'islam']"
Wah keren banget reviewnya.. Hebat.. Lanjutkan perjuangan membela rakyat lemah dan kecil.. Singkirkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,keren banget reviewnya hebat juang bela rakyat lemah singkir jokowi,"['keren', 'banget', 'reviewnya', 'hebat', 'juang', 'bela', 'rakyat', 'lemah', 'singkir', 'jokowi']"
"#2019GantiPresiden Pilkada DKI 2017, AHOK pasti kita singkirkan, Insya Allah #2019GantiPresiden",1,0,1,0,0,0,0,0,1,0,0,1,2019 ganti presiden pilih kepala daerah daerah khusus ibukota 2017 ahok singkir insya allah 2019 ganti presiden,"['2019', 'ganti', 'presiden', 'pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', '2017', 'ahok', 'singkir', 'insya', 'allah', '2019', 'ganti', 'presiden']"
Singkirkan Jokowi karena bermain-main dengan hukum,1,0,1,0,0,0,0,0,1,0,0,1,singkir jokowi main main hukum,"['singkir', 'jokowi', 'main', 'main', 'hukum']"
"Saudara laki-laki,; ; JIKA MASIH ADA CINTA TERHADAP AGAMA DAN NEGARA INI,; Umat ​​Islam BANGKIT DAN BERGERAK!!!; ; #2019GantiPresiden; Satukan Gerak; #2019Presiden Baru",1,0,0,1,1,0,0,0,0,0,0,1,saudara laki laki cinta hadap agama negara umat islam bangkit gerak 2019 ganti presiden gerak 2019presiden,"['saudara', 'laki', 'laki', 'cinta', 'hadap', 'agama', 'negara', 'umat', 'islam', 'bangkit', 'gerak', '2019', 'ganti', 'presiden', 'gerak', '2019presiden']"
musnahkan PKI beserta URL iklan TNI,1,0,0,1,0,1,0,0,0,0,0,1,musnah partai komunis indonesia bese a uniform resource locator iklan tentara nasional indonesia,"['musnah', 'partai', 'komunis', 'indonesia', 'bese', 'a', 'uniform', 'resource', 'locator', 'iklan', 'tentara', 'nasional', 'indonesia']"
Usir orang Tionghoa dari Balaan Mangondow...gan**ng,1,0,0,1,0,1,0,0,0,0,0,1,usir orang tionghoa bala mongondow juragan ng,"['usir', 'orang', 'tionghoa', 'bala', 'mongondow', 'juragan', 'ng']"
RT USER: USER Memang dialah yang membubarkan PKI Orde Baru... Jadi perintahnya paling tepat. Melanjutkan! Memberantas PKI.,1,0,0,1,0,1,0,0,0,0,0,1,bubar partai komunis indonesia orde perintah berantas partai komunis indonesia,"['bubar', 'partai', 'komunis', 'indonesia', 'orde', 'perintah', 'berantas', 'partai', 'komunis', 'indonesia']"
"Apakah para pengguna RT yang ingin disebut terhormat/mulia... perbuatannya menimbulkan kekacauan di negeri ini, sehingga banyak orang di DPR yang memilih dan membubarkan DPR?",1,0,0,1,0,0,0,0,1,0,0,1,hormat mulia timbul kacau negeri orang dewan wakil rakyat pilih bubar dewan wakil rakyat,"['hormat', 'mulia', 'timbul', 'kacau', 'negeri', 'orang', 'dewan', 'wakil', 'rakyat', 'pilih', 'bubar', 'dewan', 'wakil', 'rakyat']"
"Semakin banyak KPK menangkap ""OTT"" menunjukkan KPK gagal. BERHENTI dan serahkan polisi dan jaksa kepada USER",1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi tangkap ott komisi berantas korupsi gagal henti serah polisi jaksa,"['komisi', 'berantas', 'korupsi', 'tangkap', 'ott', 'komisi', 'berantas', 'korupsi', 'gagal', 'henti', 'serah', 'polisi', 'jaksa']"
Hilangkan pengkhianat yang menikam dari belakang dan kaki tangannya di Mahkamah Agung,1,0,0,1,0,0,0,0,1,0,0,1,hilang penghianat tikam kaki tangan mahkamah agung,"['hilang', 'penghianat', 'tikam', 'kaki', 'tangan', 'mahkamah', 'agung']"
Penangkapan Pengunggah ChatMesum dalam kasus pemalsuan kekayaan oleh kelompok sayap kiri yang diperintahkan sayap kiri untuk kepentingan kekuasaan sayap kiri. Gulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,tangkap unggah chatmesum palsu kaya kelompok sayap kiri perintah sayap kiri kuasa sayap kiri guling jokowi,"['tangkap', 'unggah', 'chatmesum', 'palsu', 'kaya', 'kelompok', 'sayap', 'kiri', 'perintah', 'sayap', 'kiri', 'kuasa', 'sayap', 'kiri', 'guling', 'jokowi']"
Pengguna,1,1,1,0,0,0,0,0,1,0,0,1,,[]
"Oke, apa lagi yang harus kamu tunggu? Itu diluar batas!! menggulingkan jokowi final jokowi",1,0,1,0,0,0,0,0,1,0,0,1,oke tunggu batas guling jokowi final jokowi,"['oke', 'tunggu', 'batas', 'guling', 'jokowi', 'final', 'jokowi']"
PENGGUNA RT: PENJARA AGAMA!!! ATAU PENGGUNA TURUN!!! https:\/\/t.co\/vqH0TNXaRz,1,1,0,1,0,0,0,0,1,0,0,1,penjara agama turun hypertext transfer protocol over secure socket layer t co vqh0tnxarz,"['penjara', 'agama', 'turun', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'vqh0tnxarz']"
"Singkirkan Jokowi, Megawati singkirkan Ahok dulu, singkirkan Ahok dulu, padamkan lilin di seluruh nusantara",1,0,1,0,0,0,0,0,1,0,0,1,singkir jokowi megawati singkir ahok singkir ahok padam lilin nusantara,"['singkir', 'jokowi', 'megawati', 'singkir', 'ahok', 'singkir', 'ahok', 'padam', 'lilin', 'nusantara']"
Ingin membantu? Singkirkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,bantu singkir jokowi,"['bantu', 'singkir', 'jokowi']"
"Semua demonstrasi di Indonesia hanya punya satu tuntutan: ""gulingkan Jokowi""...",1,0,1,0,0,0,0,0,1,0,0,1,demonstrasi indonesia tuntut guling jokowi,"['demonstrasi', 'indonesia', 'tuntut', 'guling', 'jokowi']"
"USER Pak USER tidak dapat memungkiri bahwa keimanan kepada Allah SWT = keimanan terhadap WESTATISME, anda harus menjadi pionir dalam menghilangkan Islam.",1,1,0,1,1,0,0,0,0,0,0,1,mungkir iman allah subhanahu wa taala iman hadap westatisme pionir hilang islam,"['mungkir', 'iman', 'allah', 'subhanahu', 'wa', 'taala', 'iman', 'hadap', 'westatisme', 'pionir', 'hilang', 'islam']"
"USER USER USER mengusir Rohingya dari Indonesia, karena Rohingya telah menghina gadis-gadis Budha di Myanmar.",1,0,0,1,0,1,0,0,0,0,0,1,usir rohingya indonesia rohingya hina gadis gadis buddha myanmar,"['usir', 'rohingya', 'indonesia', 'rohingya', 'hina', 'gadis', 'gadis', 'buddha', 'myanmar']"
"Lebih baik jangan menunggu tahun 2019 turun secepatnya!! Benar apa yang dikatakan Pak USER, negara ini bisa hancur jika USER menjadi presiden",1,0,1,0,0,0,0,0,1,0,0,1,tunggu 2019 turun cepat negara hancur presiden,"['tunggu', '2019', 'turun', 'cepat', 'negara', 'hancur', 'presiden']"
"Penjarakan semua orang kafir dan ateis Tiongkok! Termasuk Ahok, pemimpin babi yang korup!",1,1,0,1,0,1,0,0,0,0,0,1,penjara orang kafir ateis tiongkok masuk ahok pimpin babi korup,"['penjara', 'orang', 'kafir', 'ateis', 'tiongkok', 'masuk', 'ahok', 'pimpin', 'babi', 'korup']"
TNI HARUS PINDAHKAN PKI YANG TELAH BANGKIT DAN MEREKA......!!!! JOKOWI BENAR-BENAR GAGAL MEMIMPIN INDONESIA. URL,1,0,1,0,0,0,0,0,1,0,0,1,tentara nasional indonesia pindah partai komunis indonesia bangkit jokowi gagal pimpin indonesia uniform resource locator,"['tentara', 'nasional', 'indonesia', 'pindah', 'partai', 'komunis', 'indonesia', 'bangkit', 'jokowi', 'gagal', 'pimpin', 'indonesia', 'uniform', 'resource', 'locator']"
Hanya ada 2 solusi!! 1. Gulingkan Jokowi Sekarang 2. Khilafah,1,0,1,0,0,0,0,0,1,0,0,1,2 solusi 1 guling jokowi 2 khilafah,"['2', 'solusi', '1', 'guling', 'jokowi', '2', 'khilafah']"
"Segera koordinasikan kekuatan massa muslim...segera kepung Kedutaan Besar Myanmar...usir Duta Besar dan Umat Buddha ""Liar"" dari Indonesia!!!",1,1,0,1,1,1,0,0,0,0,0,1,koordinasi kuat massa muslim kepung duta myanmar usir duta umat buddha liar indonesia,"['koordinasi', 'kuat', 'massa', 'muslim', 'kepung', 'duta', 'myanmar', 'usir', 'duta', 'umat', 'buddha', 'liar', 'indonesia']"
"RT USER USER Saya setuju/lebih bahagia/senang dengan MPR/DPR. Dibubarkan. Sudah di gaji negara, mereka dikorupsi sehingga menimbulkan kerugian",1,0,0,1,0,0,0,0,1,0,0,1,tuju bahagia senang majelis musyawarat rakyat dewan wakil rakyat bubar gaji negara korupsi timbul rugi,"['tuju', 'bahagia', 'senang', 'majelis', 'musyawarat', 'rakyat', 'dewan', 'wakil', 'rakyat', 'bubar', 'gaji', 'negara', 'korupsi', 'timbul', 'rugi']"
"Ajak semua negara OKI untuk buang jauh-jauh Islam, Pak Lukman, itu satu-satunya jalan menuju perdamaian di Timur Tengah",1,1,0,1,1,0,0,0,0,0,0,1,ajak negara oki buang islam lukman jalan tuju damai timur,"['ajak', 'negara', 'oki', 'buang', 'islam', 'lukman', 'jalan', 'tuju', 'damai', 'timur']"
"Kenapa di hapus gan? DPR mempunyai kekuasaan dari rakyat. Kalau tidak berani ambil, USER akan kami gulingkan.",1,0,1,0,0,0,0,0,1,0,0,1,hapus juragan dewan wakil rakyat kuasa rakyat berani ambil guling,"['hapus', 'juragan', 'dewan', 'wakil', 'rakyat', 'kuasa', 'rakyat', 'berani', 'ambil', 'guling']"
Usir saja Dubes Myanmar... Kumpulkan seluruh umat Buddha di Indonesia di lapangan terbuka... sampaikan pidato... sampaikan... URL,1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar kumpul umat buddha indonesia lapang buka pidato uniform resource locator,"['usir', 'duta', 'myanmar', 'kumpul', 'umat', 'buddha', 'indonesia', 'lapang', 'buka', 'pidato', 'uniform', 'resource', 'locator']"
"USER Potong saja tangan bajingan itu, pemimpin munafik, daerah munafik, keyakinan syariah hanya untuk mencambuk orang yang sedang jatuh cinta...'",1,1,1,0,1,0,0,0,0,0,0,1,potong tangan bajing pimpin munafik daerah munafik syariat cambuk orang jatuh cinta,"['potong', 'tangan', 'bajing', 'pimpin', 'munafik', 'daerah', 'munafik', 'syariat', 'cambuk', 'orang', 'jatuh', 'cinta']"
"Kita harus mengusir keturunan Tionghoa dan membela penduduk asli. “Bukankah orang-orang Arab diusir?” ""Tidak, dia hanya keturunan"" Iya sama saja -_-",1,0,0,1,0,1,0,0,0,0,0,1,usir turun tionghoa bela duduk asli orang orang arab usir turun iya,"['usir', 'turun', 'tionghoa', 'bela', 'duduk', 'asli', 'orang', 'orang', 'arab', 'usir', 'turun', 'iya']"
Kapan PDIP NASDEM tegas bicara HANCURKAN PKI!!! Kok USER USER USER USER USER USER,1,0,0,1,0,1,0,0,0,0,0,1,partai demokrasi indonesia juang nasional demokrat bicara hancur partai komunis indonesia,"['partai', 'demokrasi', 'indonesia', 'juang', 'nasional', 'demokrat', 'bicara', 'hancur', 'partai', 'komunis', 'indonesia']"
RT USER USER Sebaiknya USER dibubarkan dan dibentuk lembaga antikorupsi baru dengan paradigma baru yang benar-benar independen.,1,0,0,1,0,0,0,0,1,0,0,1,bubar bentuk lembaga anti korupsi paradigma bebas,"['bubar', 'bentuk', 'lembaga', 'anti', 'korupsi', 'paradigma', 'bebas']"
"Bagi Jokowi jangan tunggu 2019, sekarang baru 2017, gulingkan saja secara konstitusional...hehe",1,0,1,0,0,0,0,0,1,0,0,1,jokowi tunggu 2019 2017 guling konstitusional hehe,"['jokowi', 'tunggu', '2019', '2017', 'guling', 'konstitusional', 'hehe']"
Hancurkan PKI!! Waspadai bahaya tersembunyi!!,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia waspada bahaya sembunyi,"['hancur', 'partai', 'komunis', 'indonesia', 'waspada', 'bahaya', 'sembunyi']"
"Buang saja! ""PENGGUNA: Membakar lilin bukanlah tindakan keberagaman, tetapi tindakan terorisme Tiongkok. Buktinya? Mata sipit semua orang yang memegang lilin""",1,0,0,1,0,1,0,0,0,0,0,1,buang bakar lilin tindak agam tindak terorisme tiongkok bukti mata sipit orang pegang lilin,"['buang', 'bakar', 'lilin', 'tindak', 'agam', 'tindak', 'terorisme', 'tiongkok', 'bukti', 'mata', 'sipit', 'orang', 'pegang', 'lilin']"
RT USER Bubarkan DPR asli negara dan lanjutkan,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat asli negara,"['bubar', 'dewan', 'wakil', 'rakyat', 'asli', 'negara']"
Mari kita gulingkan Joko,1,0,1,0,0,0,0,0,1,0,0,1,mari guling joko,"['mari', 'guling', 'joko']"
"DPR sepertinya butuh dukungan... Hak menyampaikan pendapat... Gulingkan Jokowi, kedaulatan di tangan rakyat... terserah rakyat...",1,0,1,0,0,0,0,0,1,0,0,1,dewan wakil rakyat sepe inya butuh dukung hak guling jokowi daulat tangan rakyat serah rakyat,"['dewan', 'wakil', 'rakyat', 'sepe', 'inya', 'butuh', 'dukung', 'hak', 'guling', 'jokowi', 'daulat', 'tangan', 'rakyat', 'serah', 'rakyat']"
"Itu benar, teman-teman! Hapuslah Jokowi yang sejak awal hanya memikirkan infrastruktur, tidak mengharapkan masyarakat nyaman dengan perekonomian yang stabil.",1,0,1,0,0,0,0,0,1,0,0,1,teman teman hapus jokowi pikir infrastruktur harap masyarakat nyaman ekonomi stabil,"['teman', 'teman', 'hapus', 'jokowi', 'pikir', 'infrastruktur', 'harap', 'masyarakat', 'nyaman', 'ekonomi', 'stabil']"
hancurkan pki kenapa lambang pki di film harus di hilangkan...??? ANDA TERINTIMIDASI OLEH MENTERI PERHUBUNGAN DAN PKI YANG SEPERTI HANTU..??,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia lambang partai komunis indonesia film hilang intimidasi menteri hubung partai komunis indonesia sepe i hantu,"['hancur', 'partai', 'komunis', 'indonesia', 'lambang', 'partai', 'komunis', 'indonesia', 'film', 'hilang', 'intimidasi', 'menteri', 'hubung', 'partai', 'komunis', 'indonesia', 'sepe', 'i', 'hantu']"
"USER Jangan percaya mulut besar orang ini...kalau perlu, kalau ada yang belum tahu keberadaan orang ini, beri saya informasi agar saya bisa menyumbat mulutnya dengan petasan agar anjing pembohong ini mati.'",1,1,1,0,0,0,0,0,1,0,0,1,percaya mulut orang orang informasi sumbat mulut petas anjing bohong mati,"['percaya', 'mulut', 'orang', 'orang', 'informasi', 'sumbat', 'mulut', 'petas', 'anjing', 'bohong', 'mati']"
Menlu RI Janji Hancurkan Pasukan Anti-China. Jokowi yang Anti-Pribumi Menjatuhkan Salinan Jokowi dari Türkiye,1,0,1,0,0,0,0,0,1,0,0,1,menteri negeri ri janji hancur pasu anti cina jokowi anti pribumi jatuh salin jokowi trkiye,"['menteri', 'negeri', 'ri', 'janji', 'hancur', 'pasu', 'anti', 'cina', 'jokowi', 'anti', 'pribumi', 'jatuh', 'salin', 'jokowi', 'trkiye']"
Julukan KPK lengkap. Mulai dari antek-antek Yahudi hingga Komunis. Hahaha.. Bubarkan Semen Padang FC!!,1,0,0,1,0,0,0,0,1,0,0,1,juluk komisi berantas korupsi lengkap antek antek yahudi komunis haha bubar semen padang fc,"['juluk', 'komisi', 'berantas', 'korupsi', 'lengkap', 'antek', 'antek', 'yahudi', 'komunis', 'haha', 'bubar', 'semen', 'padang', 'fc']"
"Bubarkan pesta gaduh, pesta burung pipit, dan pesta keagamaan yang menjual ternak.",1,0,0,1,0,0,0,0,1,0,0,1,bubar pesta gaduh pesta burung pipit pesta agama jual ternak,"['bubar', 'pesta', 'gaduh', 'pesta', 'burung', 'pipit', 'pesta', 'agama', 'jual', 'ternak']"
RT USER Bubarkan DPR! Tidak berguna,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
USER Bubarkan KPK! Busuk,1,1,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi busuk,"['bubar', 'komisi', 'berantas', 'korupsi', 'busuk']"
"RT USER Masyarakat adat harus menolak etnis Tionghoa menjadi pemimpin di Indonesia, jangan mengeluh tentang Pancasila atau Bhineka.",1,0,0,1,0,1,0,0,0,0,0,1,masyarakat adat tolak etnis tionghoa pimpin indonesia keluh pancasila bineka,"['masyarakat', 'adat', 'tolak', 'etnis', 'tionghoa', 'pimpin', 'indonesia', 'keluh', 'pancasila', 'bineka']"
BERDAYAKAN JOKOWI DI BAWAH ATURAN KOMUNIS CINA,1,0,1,0,0,1,0,0,0,0,0,1,daya jokowi atur komunis cina,"['daya', 'jokowi', 'atur', 'komunis', 'cina']"
USER USER USER USER USER USER USER USER USER Saya bangsa Indonesia dengan sukarela memberantas cebong komunis.',1,1,0,1,0,1,0,0,0,0,0,1,bangsa indonesia sukarela berantas cebong komunis,"['bangsa', 'indonesia', 'sukarela', 'berantas', 'cebong', 'komunis']"
Usir duta besar Myanmar yang melindungi teroris Buddha SaveRohingya,1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar lindung teroris buddha save rohingya,"['usir', 'duta', 'myanmar', 'lindung', 'teroris', 'buddha', 'save', 'rohingya']"
USER USER Ganti presiden seluruh TKA China yang kembali ke daratan China menggunakan getek',1,0,0,1,0,1,0,0,0,0,0,1,ganti presiden tenaga kerja asing cina darat cina getek,"['ganti', 'presiden', 'tenaga', 'kerja', 'asing', 'cina', 'darat', 'cina', 'getek']"
Rezim Diktator.. Ekonomi hanya untuk Tiongkok.. Sumpah setia pada Konstitusi PENGkhianat PENGGUNA Gulingkan Jokowi,1,0,1,0,0,1,0,0,0,0,0,1,rezim diktator ekonomi tiongkok sumpah setia konstitusi penghianat guling jokowi,"['rezim', 'diktator', 'ekonomi', 'tiongkok', 'sumpah', 'setia', 'konstitusi', 'penghianat', 'guling', 'jokowi']"
RT. Mari kita gulingkan Jokowi setelah Ramadhan ini.,1,0,1,0,0,0,0,0,1,0,0,1,mari guling jokowi ramadan,"['mari', 'guling', 'jokowi', 'ramadan']"
"Kalahkan PKI komunis demi selamatkan NKRI, jangan malas, jangan sampai pembantaian ulama dan kiai NU terulang kembali",1,0,0,1,0,1,0,0,0,0,0,1,kalah partai komunis indonesia komunis selamat negara republik indonesia malas bantai ulama kiai nu ulang,"['kalah', 'partai', 'komunis', 'indonesia', 'komunis', 'selamat', 'negara', 'republik', 'indonesia', 'malas', 'bantai', 'ulama', 'kiai', 'nu', 'ulang']"
Pengusaha Tionghoa ;: jika reklamasi pulau G dibatalkan. Kami akan menggulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,usaha tionghoa reklamasi pulau batal guling jokowi,"['usaha', 'tionghoa', 'reklamasi', 'pulau', 'batal', 'guling', 'jokowi']"
"Usir dan usir Tiongkok dan Amerika, komunisme, sekularisme-liberalisme dan demokrasi, gantikan dengan hukum Allah dan Rasul-Nya! [Gus Syams]",1,0,0,1,0,1,0,0,0,0,0,1,usir usir tiongkok amerika komunisme sekularisme liberalisme demokrasi ganti hukum allah rasul nya gus syams,"['usir', 'usir', 'tiongkok', 'amerika', 'komunisme', 'sekularisme', 'liberalisme', 'demokrasi', 'ganti', 'hukum', 'allah', 'rasul', 'nya', 'gus', 'syams']"
Usir PKI Tionghoa dari NKRI,1,0,0,1,0,1,0,0,0,0,0,1,usir partai komunis indonesia tionghoa negara republik indonesia,"['usir', 'partai', 'komunis', 'indonesia', 'tionghoa', 'negara', 'republik', 'indonesia']"
"Pengkhianatan UUD 1945, Harusnya Penyidikan Di Sini... Lebih Menarik... Singkirkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,khianat undang undang dasar 1945 sidi tarik singkir jokowi,"['khianat', 'undang', 'undang', 'dasar', '1945', 'sidi', 'tarik', 'singkir', 'jokowi']"
"Jika Anda seorang Muslim, Kristen, Budha, Hindu, Tionghoa, dll yang tidak toleran, KAMI AKAN MEMASTIKAN... URL",1,0,0,1,1,1,0,0,0,0,0,1,orang muslim kristen buddha hindu tionghoa toleran uniform resource locator,"['orang', 'muslim', 'kristen', 'buddha', 'hindu', 'tionghoa', 'toleran', 'uniform', 'resource', 'locator']"
KPK kembali kalah. Ini harus dibubarkan!!!,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi kalah bubar,"['komisi', 'berantas', 'korupsi', 'kalah', 'bubar']"
Jokowi kalah dari demo. Jokowi kalah dari Rizieq. Jokowi kalah dari FPI. Buang saja mereka!!.. Lebih baik hancurkan negara ini.. Bajingan!!.,1,1,1,0,0,0,0,0,1,0,0,1,jokowi kalah demo jokowi kalah rizieq jokowi kalah front bela islam buang hancur negara bajing,"['jokowi', 'kalah', 'demo', 'jokowi', 'kalah', 'rizieq', 'jokowi', 'kalah', 'front', 'bela', 'islam', 'buang', 'hancur', 'negara', 'bajing']"
SARAN PENGGUNA Lebih baik tanpa USER. Jadi SEGERA. HAPUS PENGGUNA ...Blegitu.. URL,1,0,1,0,0,0,0,0,1,0,0,1,saran hapus uniform resource locator,"['saran', 'hapus', 'uniform', 'resource', 'locator']"
"Ayo NU lanjut. Kalau perlu singkirkan Jokowi, saya bantu doanya",1,0,1,0,0,0,0,0,1,0,0,1,ayo nu singkir jokowi bantu doa,"['ayo', 'nu', 'singkir', 'jokowi', 'bantu', 'doa']"
1. terjadi kekacauan hukum sosial dan politik 2. itu tanggung jawab presiden 3. Jokowi mengizinkan 4. Singkirkan Jokowi Ayo kita penjarakan Ahok,1,0,1,0,0,0,0,0,1,0,0,1,1 kacau hukum sosial politik 2 tanggung presiden 3 jokowi izin 4 singkir jokowi ayo penjara ahok,"['1', 'kacau', 'hukum', 'sosial', 'politik', '2', 'tanggung', 'presiden', '3', 'jokowi', 'izin', '4', 'singkir', 'jokowi', 'ayo', 'penjara', 'ahok']"
"semua sektor kacau, itu fakta...sampai pembunuhnya dibela...rakyat negeri ini mulai menggila. Hapus saja JokowiSI_MPR2017",1,0,1,0,0,0,0,0,1,0,0,1,sektor kacau fakta bunuh bela rakyat negeri gila hapus jokowisi mpr2017,"['sektor', 'kacau', 'fakta', 'bunuh', 'bela', 'rakyat', 'negeri', 'gila', 'hapus', 'jokowisi', 'mpr2017']"
